utm_campaign,push_impressions,utm_visited
24March_MP_1_xxALL,0,1
28Feb_WA_Clinic_SUPERCASH500_xxN2B,0,1
28Mar_WA_xxALL,0,10
28March_MP_1_xxALL,0,1
28March_MP_3_xxALL,0,1
29Mar_WA_RBNOD,0,4
29Mar_WA_xxALL,0,2
29March_MP_3_xxALL,0,1
30March_MP_12_XTOYS,0,2
30Nov_WA_HDW_xxGEN,0,1
31_march_WetFood,0,2
31_march_food_pdp,0,11
6Sep_Wa_Gen_RBNOD,0,1
AppRT_Android_All,0,146
BLR_Charged_Supercash_New_Cx,159,1
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,174
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,22
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,39
Clinic+Abandoned+Cart+Journey,0,1
ClinicDropOffJourney,66,1
DSA_AllProducts_TROAS,0,208
Day3_Henlo_Sampling_18mar_Push,20,0
Day5_Henlo_Sampling_18mar_WA_retry2,0,1
Day6_Henlo_Sampling_18mar_Push,31,0
Day7_Henlo_Sampling_18mar_Push,15,0
Food_DemandGen_Products,0,334
IBNODJourney,366,2
M1Journey,114,1
M1PV,76,1
Msg1,96,1
N2B10KMRadiusCustomers_Traffic,0,19
NF_DemandGen_Products,0,124
PMax_SeniorPets_TROAS_SDD,0,129
PerfMarketing_BAU_ACQ_DemandGen_AllCategories_BOF_Ind,0,6
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,105
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,134
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,425
PerfMarketing_BAU_ACQ_Search_Brand_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,6
PerfMarketing_BAU_ACQ_Search_Competitors_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,8
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,8
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,49
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,5
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,10
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,12
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,10
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,2
PerfMarketing_BAU_ACQ_Shopping_FoodCat_BOF_RoInd,0,5
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_RoInd,0,2
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Standard_Activit,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,341
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,10820
PerfMarketing_BAU_ACQ_Standard_CancelledCustomersAndroidApp_BOF_Ind,0,14
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,185
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,111
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,56
PerfMarketing_BAU_REP_AppEng_AndroidInactiveCust_BOF_RoInd,0,2292
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,68
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,8
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,24
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,3
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,6
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,36
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,9
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,15
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,18
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,6
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_QComm,0,9
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,38
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_QComm,0,2
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,23
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,8
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,1282
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,121
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,44
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,163
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,38
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,24
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,86
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,66
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,22
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,73
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,135
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,134
PerfMarketing_SaleCallout_ACQ_PerfMax_WTF26Flighted_BOF_Ind,0,2
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_Ind,0,370
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_QComm,0,53
PerfMarketing_SaleCallout_MIX_Sales_WTF26_BOF_Ind,0,706
PerfMax_CatProducts_TROAS,0,128
PerfMax_CatProducts_TROAS_NewCust,0,136
PerfMax_DogFood_TROAS,0,584
PerfMax_DogFood_TROAS_NewCust,0,28
PerfMax_Farmina_Products_TROAS,0,25
PerfMax_Healthcare_KORA_TCPA,0,4
PerfMax_NonFood_Products,0,171
PerfMax_PetProduct_NewCust_TROAS,0,151
PerfMax_Premium_Products,0,114
PerfMax_RC_Products,0,279
Perfmax_Henlo_Products,0,12
ST2GETHER15,0,5
ST_Pharma_DemandGen,0,133
Search_HealthCare_Grooming_MaxConv,0,2
Search_HealthCare_Reproduction_MaxConv,0,5
Search_Healthcare_Brand_TopIS_CPM,0,2
Search_Healthcare_Diagnostics_TCPA,0,2
Search_Healthcare_KORA_Services_TCPA,0,2
Search_Healthcare_Queries_TCPA,0,4
Search_Healthcare_Services_TopIS_CPM,0,4
Supertails+RT,0,2
UCJ,0,1
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,9
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,15
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_WebREM_Ind,0,3
WebRT_Clinic,0,7
block_id_24_mira,0,1
block_id_29_neel,0,1
block_id_5_mira_v2,0,4
fb4a,0,308
ibnod_collection_viewed_23mar,0,8
ibnod_product_viewed_23mar,0,10
ig4a,0,1116
referralcandy_82611_1639479322,0,1
sag_organic,0,7251
sangria_organic,0,1
search_result,0,1
