utm_campaign,push_impressions,utm_visited
PerfMax_Healthcare_BFRD_TCPA,0,1
PerfMax_Healthcare_KORA_TCPA,0,3
PerfMax_NonFood_Products,0,212
PerfMax_PetProduct_NewCust_TROAS,0,167
PerfMax_Premium_Products,0,69
PerfMax_RC_Products,0,162
Perfmax_Henlo_Products,0,18
ST2GETHER15,0,4
ST_Pharma_DemandGen,0,144
Search_HealthCare_Grooming_MaxConv,0,5
Search_HealthCare_Reproduction_MaxConv,0,2
Search_Healthcare_Brand_TopIS_CPM,0,1
Search_Healthcare_Queries_TCPA,0,3
Search_Healthcare_Services_TopIS_CPM,0,2
Test+Campaign,0,1
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,8
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,21
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_WebREM_Ind,0,1
WebRT_Clinic,0,4
block_id_34_neel,0,1
fb4a,0,203
feeding_calc,0,1
https://supertails.com/collections/pet-treats?utm_source=Clevertap,0,1
ibnod_collection_viewed_23mar,0,2
ibnod_product_viewed_23mar,0,5
ig4a,0,552
judgeme-review-request,0,1
sag_organic,0,6512
sangria_organic,0,2
