utm_campaign,push_impressions,utm_visited
22Mar_WA_IBNOD,0,11
25March_MP_30min_opening_xxxall,13,1
27March_MP_25_xxGen,0,1
28Mar_WA_xxALL,0,3
29Mar_WA_RBNOD,0,2
31Aug_WA_Reorder_Reminder,0,5
31March_Email_1_LAPSE,0,1
31March_MP_2_xxALL,0,1
31_march_WetFood,0,1
31_march_food_pdp,0,6
AHS+Prescription+Generated,0,1
BLR_Charged_Supercash_New_Cx,162,1
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,2
BrandMarketing_Seasonal_ACQ_Awareness_Web_TOF_Ind,0,1
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,11
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,48
Clinic+Abandoned+Cart+Journey,0,3
ClinicDropOffJourney,90,0
D0_Drools_Sampling_2apr_Push,2,0
DSA_AllProducts_TROAS,0,158
DSA_Clinic_TCPA,0,1
Day10_Henlo_Sampling_18mar_WA,0,1
Day3_Henlo_Sampling_18mar_Push,8,0
Day6_Henlo_Sampling_18mar_Push,14,0
Day7_Henlo_Sampling_18mar_Push,22,0
Food_DemandGen_Products,0,405
IBNODJourney,287,0
M1Journey,55,1
M1PV,76,0
Msg1,93,0
NF_DemandGen_Products,0,125
PMax_SeniorPets_TROAS_SDD,0,131
PerfMarketing_BAU_ACQ_DemandGen_AllCategories_BOF_Ind,0,74
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,96
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,159
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,383
PerfMarketing_BAU_ACQ_Sales_MetaRTAllCategories_BOF_Ind,0,333
PerfMarketing_BAU_ACQ_Search_Brand_BOF_QComm,0,3
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,9
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,4
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,9
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_QComm,0,3
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,35
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,5
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_QComm,0,4
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,2
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodCat_BOF_RoInd,0,2
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_RoInd,0,2
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,340
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,10404
PerfMarketing_BAU_ACQ_Standard_CancelledCustomersAndroidApp_BOF_Ind,0,15
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,225
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,32
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,30
PerfMarketing_BAU_REP_AppEng_AndroidInactiveCust_BOF_RoInd,0,2363
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,31
PerfMarketing_BAU_REP_Sales_MetaRMAllCategories_BOF_Ind,0,50
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,8
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,13
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,3
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,8
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,27
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,6
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,18
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,17
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,3
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_QComm,0,9
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,39
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,13
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,7
PerfMarketing_BAU_REP_Shopping_PharmacyAll_BOF_RoInd,0,1
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,1114
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,114
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,64
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,324
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,50
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,30
PerfMarketing_BAU_REP_Standard_M0Android_BOF_Ind,0,52
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,63
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,144
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,30
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,118
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,89
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,104
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_Ind,0,2
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_QComm,0,64
PerfMarketing_SaleCallout_MIX_Sales_WTF26_BOF_Ind,0,3
PerfMax_CatProducts_TROAS,0,217
PerfMax_CatProducts_TROAS_NewCust,0,82
PerfMax_DogFood_TROAS,0,216
PerfMax_DogFood_TROAS_NewCust,0,18
PerfMax_Farmina_Products_TROAS,0,4
PerfMax_Healthcare_BFRD_TCPA,0,1
PerfMax_Healthcare_KORA_TCPA,0,1
PerfMax_NonFood_Products,0,217
PerfMax_PetProduct_NewCust_TROAS,0,208
PerfMax_Premium_Products,0,53
PerfMax_RC_Products,0,179
Perfmax_Henlo_Products,0,15
ST2GETHER15,0,4
ST_Pharma_DemandGen,0,150
Search_HealthCare_Grooming_MaxConv,0,2
Search_HealthCare_Reproduction_MaxConv,0,2
Search_Healthcare_Brand_TopIS_CPM,0,1
Search_Healthcare_Queries_TCPA,0,3
Search_Healthcare_Services_TopIS_CPM,0,1
Supertails Repeat Purchase RT,0,1
UCJ,0,2
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,14
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,20
block_id_24_mira,0,1
block_id_24_neel,0,2
block_id_29_mira,0,1
block_id_29_neel,0,1
block_id_5_mira_v2,0,2
fb4a,0,180
ibnod_collection_viewed_23mar,0,5
ibnod_product_viewed_23mar,0,7
ig4a,0,514
judgeme-review-site,0,1
referralcandy_82611_1639479322,0,1
sag_organic,0,5805
