utm_campaign,push_impressions,utm_visited
29Mar_WA_RBNOD,0,79
29Mar_WA_xxALL,0,24
29March_MP_1_30mns_xxGEN,0,1
29March_MP_1_xxALL,0,2
29March_MP_2_xxALL,0,2
29March_MP_3_xxALL,0,9
29March_MP_4_xxALL,0,5
29March_MP_5_xxALL,0,12
29Nov_WA_HDW_xxGEN,0,1
30March_MP_12_XTOYS,0,1
30March_MP_1_30mns_xxGEN,29,2
30March_MP_1_xxABC,0,2
30March_MP_1_xxALL,376,16
30March_MP_2_xxALL,2053,102
30March_MP_2_xxSDD,14,0
30Nov_WA_HDW_xxGEN,0,1
30mar_henlo_wtf_wa,0,10
31Aug_WA_Reorder_Reminder,0,9
31March_Email_1_LAPSE,0,4
31March_MP_10_xxxWF,840,5
31March_MP_11_Grooming,604,0
31March_MP_12_xToys,682,5
31March_MP_13_xTreats,540,4
31March_MP_14_xxCLH,556,2
31March_MP_15_Deworming,1874,10
31March_MP_16_xTICK,856,4
31March_MP_17_Supplement,1541,2
31March_MP_18_Bowls,211,0
31March_MP_19_Clothing,889,4
31March_MP_1_30mns_xxGen,13647,55
31March_MP_1_Clinic_xxxKR,878,5
31March_MP_1_xxABC,17108,160
31March_MP_1_xxALL,114792,552
31March_MP_20_xxBMT,313,1
31March_MP_21_Skin,975,7
31March_MP_22_Cardiac,75,0
31March_MP_23_Digestive,28,0
31March_MP_24_Liver,51,0
31March_MP_2_Clinic_xxRAJ,554,3
31March_MP_2_xxALL,114333,1003
31March_MP_2_xxSDD,12361,52
31March_MP_2_xxxPD,10598,60
31March_MP_3_Clinic_xSKIN,6855,22
31March_MP_3_xRECO,4629,27
31March_MP_3_xxALL,205851,864
31March_MP_4_Clinic_xxGUT,2555,12
31March_MP_4_xxALL,203648,738
31March_MP_4_xxSKU,6569,25
31March_MP_5_Clinic_xDENT,507,2
31March_MP_5_xxAFF,9962,32
31March_MP_6_Clinic_xxN2B,9819,12
31March_MP_6_Kidney,90,1
31March_MP_7_Joint,182,0
31March_MP_8_Litter,287,0
31March_MP_9_xxxDF,3281,15
31March_SMS_1_LAPSE_xxxxA,0,11
31March_SMS_2_LAPSE_xxxxB,0,17
31_march_WetFood,0,546
31_march_food_pdp,0,1708
AppRT_Android_All,0,138
AppointmentReschedule,0,1
BLR_Charged_Supercash_New_Cx,223,0
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,234
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,11
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,36
Clinic+Abandoned+Cart+Journey,0,1
ClinicDropOffJourney,53,1
DSA_AllProducts_TROAS,0,196
Day3_Henlo_Sampling_18mar_Push,14,0
Day6_Henlo_Sampling_18mar_Push,14,0
Day7_Henlo_Sampling_18mar_Push,21,1
Display_Healthcare_RT,0,1
Food_DemandGen_Products,0,217
IBNODJourney,418,5
M1Journey,19,0
M1PV,75,0
Msg1,31,1
N2B10KMRadiusCustomers_Traffic,0,9
NF_DemandGen_Products,0,139
PMax_SeniorPets_TROAS_SDD,0,147
PerfMarketing_BAU_ACQ_DemandGen_AllCategories_BOF_Ind,0,78
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,64
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,157
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30D_No_Product_Viewed,0,1
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,220
PerfMarketing_BAU_ACQ_Sales_MetaRTAllCategories_BOF_Ind,0,2
PerfMarketing_BAU_ACQ_Search_Brand_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,10
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,3
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,6
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,30
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,8
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,4
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Search_PartnerNonFood_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_PartnerNonFood_BOF_RoInd,0,2
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodCat_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_RoInd,0,8
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Standard_ActivityBasedA,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,348
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,10394
PerfMarketing_BAU_ACQ_Standard_CancelledCustomersAndroidApp_BOF_Ind,0,29
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,182
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,48
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,40
PerfMarketing_BAU_REP_AppEng_AndroidInactiveCust_BOF_RoInd,0,847
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,154
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,3
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,34
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,15
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,9
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,21
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,16
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,12
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,20
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,8
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_QComm,0,13
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,38
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_QComm,0,2
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,17
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,8
PerfMarketing_BAU_REP_Shopping_FoodDog_BOF_RoInd,0,9
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,1254
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,121
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,76
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,151
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,46
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,37
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,87
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,92
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,27
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,65
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,137
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,174
PerfMarketing_SaleCallout_ACQ_PerfMax_WTF26Flighted_BOF_Ind,0,289
PerfMarketing_SaleCallout_ACQ_PerfMax_WTF26_BOF_Ind,0,112
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_Ind,0,619
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_QComm,0,17
PerfMarketing_SaleCallout_MIX_Sales_WTF26_BOF_Ind,0,592
PerfMax_CatProducts_TROAS,0,99
PerfMax_CatProducts_TROAS_NewCust,0,73
PerfMax_DogFood_TROAS,0,268
PerfMax_DogFood_TROAS_NewCust,0,12
PerfMax_Farmina_Products_TROAS,0,32
PerfMax_Healthcare_KLYN_TCPA,0,1
PerfMax_Healthcare_Services_TCPA,0,6
PerfMax_NonFood_Products,0,304
PerfMax_PetProduct_NewCust_TROAS,0,107
PerfMax_Premium_Products,0,61
PerfMax_RC_Products,0,376
Perfmax_Henlo_Products,0,24
ST2GETHER15,0,2
ST_Pharma_DemandGen,0,85
Search_HealthCare_Grooming_MaxConv,0,9
Search_Healthcare_Brand_TopIS_CPM,0,5
Search_Healthcare_Queries_TCPA,0,8
Search_Healthcare_Services_TopIS_CPM,0,6
UCJ,0,2
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,13
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,25
WebRT_Clinic,0,12
block_id_24_mira,0,6
block_id_24_neel,0,4
block_id_29_neel,0,1
block_id_34_neel,0,1
fb4a,0,533
ibnod_collection_viewed_23mar,0,6
ibnod_product_viewed_23mar,0,9
ig4a,0,1474
referralcandy_82611_1639479322,0,2
sag_organic,0,7694
