utm_campaign,push_impressions,utm_visited
10April_MP_B14M_xxCLH,262,0
10April_MP_B15M_Deworming,938,3
10April_MP_B16M_xTick,447,3
10April_MP_B17M_Supplement,778,3
10April_MP_B18M_Bowls,97,1
10April_MP_B19M_Clothing,416,2
10April_MP_B1M_xxABC,6403,36
10April_MP_B20M_xxBMT,133,0
10April_MP_B21M_xSkin,472,2
10April_MP_B22M_Cardiac,26,0
10April_MP_B23M_Digestive,12,0
10April_MP_B24M_Liver,20,0
10April_MP_B2M_xxxPD,1189,6
10April_MP_B3M_xRECO,2101,1
10April_MP_B4M_xxSKU,3397,12
10April_MP_B5M_xxAFF,4811,24
10April_MP_B6M_Kidney,48,0
10April_MP_B7M_Joint,89,1
10April_MP_B8M_Litter,128,1
10April_MP_B9M_xxxDF,1521,5
10apr_MP_30min_Bclub_Blr,13790,43
10apr_MP_30min_snacktime_Blr,13714,42
110Apr_MP_2_xxSDD,6867,27
11Apr_MP_1_30mns_xxGen,1,0
11Apr_MP_1_xxALL,4,0
11Apr_MP_2_30mns_xxGen,1,0
11Apr_MP_2_xxALL,1,0
120231826656270518,0,8
12023332324519,0,1
120233323245190518,0,1
120241608920390518,0,4
120241790677430518,0,4
120243106036430063,0,9
12Mar_MP1_ALL,145,1
13March_WA_2_HNW_xxxNF,0,1
1772846825,0,1
1772848696,0,1
21Jan_WA_Pedigree_BRAND,0,1
22Mar_MP_IBNOD,328,0
22Mar_WA_IBNOD,0,12
24March_SMS_5_RBNOD,0,1
26March_MP_14_xxCLH,10,0
26March_MP_18_Bowls,1,0
26March_MP_20_xxBMT,3,1
27March_MP_14_xxCLH,4,0
27March_MP_16_xTick,4,0
27March_MP_20_xxBMT,2,0
28Mar_WA_xxALL,0,2
28March_MP_1_xxALL,0,1
28mar_wa_xxall,0,3
29Mar_WA_RBNOD,0,3
31Aug_WA_Reorder_Reminder,0,5
31March_MP_1_xxALL,0,1
31March_MP_2_xxALL,0,1
31_march_WetFood,0,1
31_march_food_pdp,0,3
AHS+Prescription+Generated,0,1
BLR_Charged_Supercash_New_Cx,153,0
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,143
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,12
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,55
Clinic+Abandoned+Cart+Journey,0,1
ClinicDropOffJourney,67,0
D0_Drools_Sampling_2apr_Push,8,0
DSA_AllProducts_TROAS,0,197
Day10_Henlo_Sampling_18mar_WA,0,2
Day3_Drools_Sampling_2apr_push,1,0
Day3_Henlo_Sampling_18mar_Push,14,0
Day7_Henlo_Sampling_18mar_Push,15,0
Food_DemandGen_Products,0,373
IBNODJourney,243,4
M1Journey,44,0
M1PV,70,1
Msg1,57,0
NF_DemandGen_Products,0,188
PMax_SeniorPets_TROAS_SDD,0,110
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,71
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,3
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,333
PerfMarketing_BAU_ACQ_Sales_MetaRTAllCategories_BOF_Ind,0,203
PerfMarketing_BAU_ACQ_Search_Brand_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,9
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_QComm,0,3
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,37
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,10
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,8
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,4
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,14
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,5
PerfMarketing_BAU_ACQ_Shopping_FoodCat_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_RoInd,0,2
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndr,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,260
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,10562
PerfMarketing_BAU_ACQ_Standard_CancelledCustomersAndroidApp_BOF_Ind,0,2
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,7
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,38
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,26
PerfMarketing_BAU_REP_AppEng_AndroidInactiveCust_BOF_RoInd,0,2397
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,28
PerfMarketing_BAU_REP_Sales_MetaRMAllCategories_BOF_Ind,0,20
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,6
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,20
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,7
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,15
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,41
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,9
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,14
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,14
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,6
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_QComm,0,5
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,50
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,11
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,8
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,1125
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,2
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,49
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,208
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,34
PerfMarketing_BAU_REP_Standard_M0Android_BOF_Ind,0,23
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,4
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,131
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,4
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,102
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,12
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,80
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_Ind,0,2
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_QComm,0,52
PerfMarketing_SaleCallout_MIX_Sales_WTF26_BOF_Ind,0,3
PerfMax_CatProducts_TROAS,0,120
PerfMax_CatProducts_TROAS_NewCust,0,135
PerfMax_DogFood_TROAS,0,163
PerfMax_DogFood_TROAS_NewCust,0,18
PerfMax_Farmina_Products_TROAS,0,8
PerfMax_Healthcare_BFRD_TCPA,0,3
PerfMax_NonFood_Products,0,227
PerfMax_PetProduct_NewCust_TROAS,0,185
PerfMax_Premium_Products,0,80
PerfMax_RC_Products,0,188
Perfmax_Henlo_Products,0,35
ST2GETHER15,0,4
ST_Pharma_DemandGen,0,126
Search_HealthCare_Grooming_MaxConv,0,5
Search_Healthcare_Brand_TopIS_CPM,0,4
Search_Healthcare_Queries_TCPA,0,3
Search_Healthcare_Services_TopIS_CPM,0,6
UCJ,0,2
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,9
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,16
block_id_24_neel,0,1
block_id_34_neel,0,3
fb4a,0,176
ibnod_collection_viewed_23mar,0,3
ibnod_product_viewed_23mar,0,5
ig4a,0,459
judgeme-review-request,0,1
sag_organic,0,6085
sangria_organic,0,3
search_result,0,1
