utm_campaign,push_impressions,utm_visited
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,193
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30D_ATC_No_Purchase,0,6
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30D_No_Product_Viewed,0,3
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,324
PerfMarketing_BAU_ACQ_Sales_MetaRTAllCategories_BOF_Ind,0,9
PerfMarketing_BAU_ACQ_Search_Brand_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,9
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,9
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,6
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,37
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,6
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,3
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_QComm,0,8
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,9
PerfMarketing_BAU_ACQ_Search_PartnerNonFood_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodCat_BOF_RoInd,0,2
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_St,0,1
PerfMarketing_BAU_ACQ_Standard_Activ,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,387
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,9912
PerfMarketing_BAU_ACQ_Standard_CancelledCustomersAndroidApp_BOF_Ind,0,29
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,232
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,80
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,36
PerfMarketing_BAU_R,0,1
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,137
PerfMarketing_BAU_REP_Sales_MetaRMAllCategories_BOF_Ind,0,2
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,1
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,40
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,12
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,5
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,27
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,8
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,11
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,22
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,2
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_QComm,0,4
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,36
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,18
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,7
PerfMarketing_BAU_REP_Shopping_FoodCat_BOF_RoInd,0,2
PerfMarketing_BAU_REP_Shopping_PharmacyAll_BOF_QComm,0,1
PerfMarketing_BAU_REP_Shopping_PharmacyAll_BOF_RoInd,0,1
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,170
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,85
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,221
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,186
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,29
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,48
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,64
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,87
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,29
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,108
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,129
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,246
PerfMarketing_SaleCallout_ACQ_PerfMax_WTF26Flighted_BOF_Ind,0,124
PerfMarketing_SaleCallout_ACQ_PerfMax_WTF26_BOF_Ind,0,80
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_Ind,0,114
PerfMarketing_SaleCallout_MIX_Sales_WTF26_BOF_Ind,0,915
PerfMax_CatProducts_TROAS,0,84
PerfMax_CatProducts_TROAS_NewCust,0,35
PerfMax_DogFood_TROAS,0,123
PerfMax_DogFood_TROAS_NewCust,0,21
PerfMax_Farmina_Products_TROAS,0,25
PerfMax_Healthcare_BNSK_TCPA,0,1
PerfMax_Healthcare_Services_TCPA,0,4
PerfMax_NonFood_Products,0,371
PerfMax_PetProduct_NewCust_TROAS,0,34
PerfMax_Premium_Products,0,71
PerfMax_RC_Products,0,227
Perfmax_Henlo_Products,0,30
ST2GETHER15,0,4
ST_Pharma_DemandGen,0,138
Search_HealthCare_Grooming_MaxConv,0,6
Search_HealthCare_Reproduction_MaxConv,0,1
Search_Healthcare_Brand_TopIS_CPM,0,3
Search_Healthcare_Queries_TCPA,0,5
Search_Healthcare_Services_TopIS_CPM,0,2
Supertails RT,0,1
Supertails+Bangalore+120+min+RT,0,1
UCJ,0,1
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,1
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,22
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_WebREM_Ind,0,1
WebRT_Clinic,0,14
block_id_24_mira,0,1
block_id_24_neel,0,1
block_id_29_neel,0,1
block_id_34_neel,0,1
block_id_5_mira_v2,0,2
fb4a,0,428
ibnod_collection_viewed_23mar,0,9
ibnod_product_viewed_23mar,0,13
ig4a,0,892
judgeme-review-request,0,2
referralcandy_82611_1639479322,0,1
sag_organic,0,6528
search_result,0,1
