utm_campaign,push_impressions,utm_visited
27March_MP_17_BOWLS,398,1
27March_MP_17_Supplement,2000,6
27March_MP_18_BOWLS,123,1
27March_MP_18_Clothing,1169,4
27March_MP_19_Clothing,1159,2
27March_MP_19_xxBMT,402,1
27March_MP_1_xxABC,39126,217
27March_MP_20_XSKIN,1194,5
27March_MP_20_xxBMT,274,1
27March_MP_21_Cardiac,86,0
27March_MP_21_XSKIN,1167,4
27March_MP_22_Cardiac,81,1
27March_MP_22_Digestive,27,0
27March_MP_23_Digestive,26,0
27March_MP_23_LIVER,53,0
27March_MP_24_LIVER,50,1
27March_MP_24_xxGen,112800,633
27March_MP_25_xxGen,110660,533
27March_MP_2_xxxPD,13684,60
27March_MP_3_XRECO,12718,56
27March_MP_4_XXAFF,12498,46
27March_MP_4_XXSKU,17828,64
27March_MP_5_XXAFF,12489,47
27March_MP_6_Kidney,210,2
27March_MP_7_Joint,436,0
27March_MP_8_Litter,680,2
27March_MP_9_xxxDF,8072,51
27March_Wa_Clinic_Launch_xxxKR,0,2
28Dec_WA_BRAND,0,1
28March_MP_1_xxALL,85,1
28March_MP_2_ICICI,1,0
28March_MP_2_xxALL,56,0
28March_MP_3_xxALL,48,0
28March_MP_4_xxALL,8,0
28March_MP_5_xxALL,7,0
28March_MP_6_xxALL,6,1
28March_MP_7_xxALL,6,0
28March_MP_8_xxALL,6,0
28March_MP_9_xxALL,5,0
29Nov_WA_HDW_xxABC,0,1
31Aug_WA_Reorder_Reminder,0,1
8Mar_Email_Clinic_BIRTHDAY_xxN2B,0,1
AppRT_Android_All,0,121
AppointmentReschedule,0,1
BLR_Charged_Supercash_New_Cx,210,0
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,102
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,6
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,51
Clinic+Abandoned+Cart+Journey,0,2
ClinicDropOffJourney,49,0
DSA_AllProducts_TROAS,0,200
Day3_Henlo_Sampling_18mar_Push,21,0
Day6_Henlo_Sampling_18mar_Push,21,0
Day7_Henlo_Sampling_18mar_Push,28,0
Food_DemandGen_Products,0,283
Healthcare_Bookings_BLR_FP_LAL_Acquisitions,0,1
IBNODJourney,262,5
Journey,1,0
M1Journey,15,0
M1PV,54,2
Msg1,20,0
N2B10KMRadiusCustomers_Traffic,0,6
NF_DemandGen_Products,0,254
PMax_SeniorPets_TROAS_SDD,0,86
PerfMarketing_BAU_ACQ_DemandGen_AllCategories_BOF_Ind,0,278
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,102
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind,0,101
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30D_ATC_No_Purchase,0,4
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30D_No_ATC,0,5
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30D_No_Product_Viewed,0,6
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,314
PerfMarketing_BAU_ACQ_Sales_MetaRTAllCategories_BOF_Ind,0,281
PerfMarketing_BAU_ACQ_Search_Brand_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Search_Competitors_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,40
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,6
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,4
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_QComm,0,4
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,9
PerfMarketing_BAU_ACQ_Search_PartnerNonFood_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,5
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,1
PerfMarketing_BAU_ACQ_Shopping_FoodDog_BOF_RoInd,0,2
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedA,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,479
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,10223
PerfMarketing_BAU_ACQ_Standard_CancelledCustomersAndroidApp_BOF_Ind,0,20
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,343
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,7
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,57
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,125
PerfMarketing_BAU_REP_Sales_MetaRMAllCategories_BOF_Ind,0,24
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,2
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,17
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,4
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,3
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,16
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,8
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,11
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,25
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,3
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_QComm,0,1
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,48
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,8
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,9
PerfMarketing_BAU_REP_Shopping_FoodDog_BOF_RoInd,0,2
PerfMarketing_BAU_REP_Shopping_PharmacyAll_BOF_RoInd,0,1
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,181
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,106
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,317
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,175
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,35
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,56
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,72
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,84
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,34
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,139
PerfMarketing_BAU_REP_Standard_R,0,1
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,89
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_,0,1
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,237
PerfMarketing_SaleCallout_MIX_Sales_WTF26_BOF_Ind,0,99
PerfMax_CatProducts_TROAS,0,116
PerfMax_CatProducts_TROAS_NewCust,0,37
PerfMax_DogFood_TROAS,0,137
PerfMax_DogFood_TROAS_NewCust,0,19
PerfMax_Farmina_Products_TROAS,0,32
PerfMax_Healthcare_Services_TCPA,0,8
PerfMax_NonFood_Products,0,420
PerfMax_PetProduct_NewCust_TROAS,0,48
PerfMax_Premium_Products,0,73
PerfMax_RC_Products,0,202
Perfmax_Henlo_Products,0,51
ST2GETHER15,0,5
ST_Pharma_DemandGen,0,166
Search_HealthCare_Grooming_MaxConv,0,3
Search_HealthCare_Reproduction_MaxConv,0,1
Search_Healthcare_Diagnostics_TCPA,0,2
Search_Healthcare_Queries_TCPA,0,6
Search_Healthcare_Services_TopIS_CPM,0,3
Supertails RT,0,1
UCJ,0,1
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,4
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,20
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_WebREM_Ind,0,1
WebRT_Clinic,0,23
block_id_24_mira,0,2
block_id_24_neel,0,2
block_id_34_neel,0,2
block_id_5_mira_v2,0,1
fb4a,0,530
ibnod_collection_viewed_23mar,0,11
ibnod_product_viewed_23mar,0,8
ibnod_product_viewed_23mar_blr,0,1
ig4a,0,998
sag_organic,0,6248
sangria_organic,0,2
