utm_campaign,push_impressions,utm_visited
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,2
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,700
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,9813
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,437
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,18
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,4
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,103
PerfMarketing_BAU_REP_Sales_MetaRMAllCategories_BOF_Ind,0,3
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,2
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,6
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,3
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,21
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,7
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,17
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,21
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,9
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,38
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_QComm,0,1
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,20
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,4
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,200
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,107
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,148
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,43
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,30
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,26
PerfMarketing_BAU_REP_Standard_M0Android_BOF_Ind,0,1
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,86
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,30
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,35
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,65
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,120
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,512
PerfMax_CatProducts_TROAS,0,277
PerfMax_CatProducts_TROAS_NewCust,0,83
PerfMax_DogFood_TROAS,0,169
PerfMax_DogFood_TROAS_NewCust,0,19
PerfMax_Farmina_Products_TROAS,0,28
PerfMax_Healthcare_KLYN_TCPA,0,1
PerfMax_Healthcare_Services_TCPA,0,7
PerfMax_NonFood_Products,0,254
PerfMax_PetProduct_NewCust_TROAS,0,87
PerfMax_Premium_Products,0,235
PerfMax_RC_Products,0,179
Perfmax_Henlo_Products,0,12
ST2GETHER15,0,3
ST_Pharma_DemandGen,0,177
Search_HealthCare_Grooming_MaxConv,0,3
Search_HealthCare_Reproduction_MaxConv,0,1
Search_Healthcare_Brand_TopIS_CPM,0,1
Search_Healthcare_Queries_TCPA,0,5
Search_Healthcare_Services_TopIS_CPM,0,12
UCJ,0,6
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,7
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,39
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_WebREM_Ind,0,3
WebRT_Clinic,0,15
block_id_24_mira,0,1
block_id_24_neel,0,3
block_id_29_neel,0,2
block_id_5_mira_v2,0,1
fb4a,0,283
ibnod_collection_viewed_23mar,0,7
ibnod_product_viewed_23mar,0,6
ig4a,0,497
sag_organic,0,8013
