utm_campaign,push_impressions,utm_visited
ST_Pharma_DemandGen,0,150
Search_HealthCare_Grooming_MaxConv,0,4
Search_HealthCare_Reproduction_MaxConv,0,4
Search_Healthcare_Brand_TopIS_CPM,0,1
Search_Healthcare_Queries_TCPA,0,1
Search_Healthcare_Services_TopIS_CPM,0,4
UCJ,0,4
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,8
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,28
block_id_34_neel,0,1
block_id_5_mira_v2,0,1
fb4a,0,153
ibnod_collection_viewed_23mar,0,7
ibnod_product_viewed_23mar,0,2
ig4a,0,515
judgeme-review-request,0,2
kora_consultation,0,2
referralcandy_82611_1639479322,0,1
sag_organic,0,6155
sangria_organic,0,1
