utm_campaign,push_impressions,utm_visited
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,334
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,12
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,7
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,10
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_QComm,0,5
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,40
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,6
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,5
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,3
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_QComm,0,1
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,11
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,6
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,3
PerfMarketing_BAU_ACQ_Shopping_FoodCat_BOF_RoInd,0,5
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_RoInd,0,3
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedA,0,1
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,428
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,10531
PerfMarketing_BAU_ACQ_Standard_CancelledCustomersAndroidApp_BOF_Ind,0,15
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,170
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,88
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,52
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,137
PerfMarketing_BAU_REP_S,0,1
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,7
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,24
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,5
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,11
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,42
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,8
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,13
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,21
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,12
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_QComm,0,8
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,51
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_QComm,0,2
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,19
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,8
PerfMarketing_BAU_REP_Shopping_FoodCat_BOF_QComm,0,1
PerfMarketing_BAU_REP_Shopping_FoodCat_BOF_RoInd,0,1
PerfMarketing_BAU_REP_Shopping_LifestyleAll_BOF_RoInd,0,4
PerfMarketing_BAU_REP_Stand,0,2
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,160
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,82
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,222
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,199
PerfMarketing_BAU_REP_Standard_LostLapsersAndro,0,1
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,34
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,45
PerfMarketing_BAU_REP_Standard_M0Android_BOF_Ind,0,3
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,50
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,71
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,31
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,101
PerfMarketing_BAU_REP_Standard_RecentLapsersAndro,0,1
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,110
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,233
PerfMarketing_SaleCallout_ACQ_PerfMax_WTF26Flighted_BOF_Ind,0,188
PerfMarketing_SaleCallout_ACQ_PerfMax_WTF26_BOF_Ind,0,72
PerfMarketing_SaleCallout_MIX_PerfMax_WTF26_BOF_Ind,0,321
PerfMarketing_SaleCallout_MIX_Sales_WTF26_BOF_Ind,0,828
PerfMax_CatProducts_TROAS,0,89
PerfMax_CatProducts_TROAS_NewCust,0,52
PerfMax_DogFood_TROAS,0,178
PerfMax_DogFood_TROAS_NewCust,0,18
PerfMax_Farmina_Products_TROAS,0,33
PerfMax_Healthcare_KLYN_TCPA,0,1
PerfMax_Healthcare_Services_TCPA,0,3
PerfMax_NonFood_Products,0,298
PerfMax_PetProduct_NewCust_TROAS,0,37
PerfMax_Premium_Products,0,58
PerfMax_RC_Products,0,317
Perfmax_Henlo_Products,0,16
ST_Pharma_DemandGen,0,144
Search_HealthCare_Grooming_MaxConv,0,7
Search_HealthCare_Reproduction_MaxConv,0,2
Search_Healthcare_Brand_TopIS_CPM,0,2
Search_Healthcare_Queries_TCPA,0,5
Search_Healthcare_Services_TopIS_CPM,0,2
Supertails RT,0,1
Supertails_Brand_TROAS_SDD,0,1
UCJ,0,2
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,14
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,25
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_WebREM_Ind,0,2
WebRT_Clinic,0,4
block_id_24_neel,0,1
block_id_34_neel,0,4
fb4a,0,856
ibnod_collection_viewed_23mar,0,13
ibnod_product_viewed_23mar,0,10
ig4a,0,2029
sag_organic,0,6977
sangria_organic,0,3
search_result,0,2
