utm_campaign,push_impressions,utm_visited
23March_MP_5_Clinic_xMULT,1927,8
23March_MP_5_Deworming_PHARM,7265,50
23March_MP_6_Clinic_xxN2B,14528,55
24March_MP_1_xxALL,4,1
24March_MP_2_xxALL,1,0
25March_MP_7_Tick,1,0
31Aug_WA_Reorder_Reminder,0,2
42392,0,1
6Sep_Wa_Utility_RBNOD,0,1
App%2FRetargeting%2FAndroid%2F0-60D,0,1
AppRT_Android_All,0,148
BLR_Charged_Supercash_New_Cx,166,3
BrandMarketing_SaleCallout_MIX_Video_TrafficGoogleLPViews_MOF_RoInd,0,89
BrandMarketing_Seasonal_ACQ_Traff_MIX_TOF_Ind,0,1
CM_Short_MIX_PMax_Dog-HomeMeals-Launch-Blr_BOF_QComm,0,8
CatMkt_Short_MIX_PerfMax_Signature_BOF_RoInd,0,7
Clinic+Abandoned+Cart+Journey,0,1
ClinicDropOffJourney,62,0
DSA_AllProducts_TROAS,0,187
Day10_Henlo_Sampling,0,2
Day3_Henlo_SamplingPush,1,0
Day3_Henlo_Sampling_18mar_Push,22,1
Day6_Henlo_SamplingPush,24,1
Food_DemandGen_Products,0,257
GMB_Click,0,1
IBNODJourney,317,7
M1Journey,25,0
M1PV,59,0
Msg1,24,0
N2B10KMRadiusCustomers_Traffic,0,14
NF_DemandGen_Products,0,330
PMax_SeniorPets_TROAS_SDD,0,79
PerfMarketing_BAU_ACQ_DemandGen_AllCategories_BOF_Ind,0,232
PerfMarketing_BAU_ACQ_PerfMax_NonFood_BOF_RoInd,0,34
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30-90D_Minus_D30_Purchase,0,2
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30D_ATC_No_Purchase,0,61
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30D_No_ATC,0,75
PerfMarketing_BAU_ACQ_RT_Web_BOF_Ind_30D_No_Product_Viewed,0,15
PerfMarketing_BAU_ACQ_Sales_MetaAllCategories_BOF_Ind,0,14
PerfMarketing_BAU_ACQ_Sales_MetaRTAllCategories_BOF_Ind,0,6
PerfMarketing_BAU_ACQ_Search_Brand_BOF_RoInd,0,5
PerfMarketing_BAU_ACQ_Search_Competitors_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_QComm,0,3
PerfMarketing_BAU_ACQ_Search_GenericFood_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_QComm,0,2
PerfMarketing_BAU_ACQ_Search_GenericNonFood_BOF_RoInd,0,24
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_QComm,0,3
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_RoInd,0,6
PerfMarketing_BAU_ACQ_Search_GenericPharma_BOF_SDD,0,2
PerfMarketing_BAU_ACQ_Search_PartnerFood_BOF_RoInd,0,17
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_QComm,0,3
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_RoInd,0,2
PerfMarketing_BAU_ACQ_Search_PharmaPartner_BOF_SDD,0,4
PerfMarketing_BAU_ACQ_Shopping_LifestyleAll_BOF_RoInd,0,1
PerfMarketing_BAU_ACQ_Shopping_PharmacyAll_BOF_RoInd,0,4
PerfMarketing_BAU_ACQ_Standard_ActivityBasedAndroid_BOF_Ind,0,656
PerfMarketing_BAU_ACQ_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,10101
PerfMarketing_BAU_ACQ_Standard_NonTransactorsAndroidApp_BOF_Ind,0,436
PerfMarketing_BAU_MIX_DemandGen_RTAllCategories_BOF_Ind,0,17
PerfMarketing_BAU_MIX_Sales_AcqRm_BOF_QComm,0,6
PerfMarketing_BAU_REP_DemandGen_RMAllCategories_BOF_Ind,0,93
PerfMarketing_BAU_REP_Go_Web_BOF_Ind,0,3
PerfMarketing_BAU_REP_Sales_MetaRMAllCategories_BOF_Ind,0,3
PerfMarketing_BAU_REP_Search_Brand_BOF_QComm,0,4
PerfMarketing_BAU_REP_Search_Brand_BOF_RoInd,0,12
PerfMarketing_BAU_REP_Search_Competitors_BOF_Ind,0,4
PerfMarketing_BAU_REP_Search_GenericFood_BOF_QComm,0,1
PerfMarketing_BAU_REP_Search_GenericFood_BOF_RoInd,0,19
PerfMarketing_BAU_REP_Search_GenericNonFood_BOF_QComm,0,13
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_QComm,0,13
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_RoInd,0,16
PerfMarketing_BAU_REP_Search_GenericPharma_BOF_SDD,0,6
PerfMarketing_BAU_REP_Search_PartnerFood_BOF_RoInd,0,41
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_QComm,0,3
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_RoInd,0,20
PerfMarketing_BAU_REP_Search_PharmaPartner_BOF_SDD,0,7
PerfMarketing_BAU_REP_Standard_ActivityBasedDCOAndroid_BOF_Ind,0,155
PerfMarketing_BAU_REP_Standard_BFAndroidApp_BOF_Ind,0,78
PerfMarketing_BAU_REP_Standard_BFAndroid_BOF_Ind,0,152
PerfMarketing_BAU_REP_Standard_LostLapsersActivityBasedDCOAndroid_BOF_Ind,0,89
PerfMarketing_BAU_REP_Standard_LostLapsersAndroidApp_BOF_Ind,0,62
PerfMarketing_BAU_REP_Standard_LostLapsersAndroid_BOF_Ind,0,25
PerfMarketing_BAU_REP_Standard_M1AndroidApp_BOF_Ind,0,116
PerfMarketing_BAU_REP_Standard_M1Android_BOF_Ind,0,68
PerfMarketing_BAU_REP_Standard_M2PlusM3AndroidApp_BOF_Ind,0,44
PerfMarketing_BAU_REP_Standard_M2PlusM3Android_BOF_Ind,0,74
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroidApp_BOF_Ind,0,154
PerfMarketing_BAU_REP_Standard_RecentLapsersAndroid_BOF_Ind,0,566
PerfMax_CatProducts_TROAS,0,178
PerfMax_CatProducts_TROAS_NewCust,0,109
PerfMax_DogFood_TROAS,0,143
PerfMax_DogFood_TROAS_NewCust,0,13
PerfMax_Farmina_Products_TROAS,0,39
PerfMax_Healthcare_Services_TCPA,0,11
PerfMax_NonFood_Products,0,337
PerfMax_PetProduct_NewCust_TROAS,0,31
PerfMax_Premium_Products,0,112
PerfMax_RC_Products,0,190
Perfmax_Henlo_Products,0,5
ST2GETHER15,0,2
ST_Pharma_DemandGen,0,238
Search_HealthCare_Reproduction_MaxConv,0,1
Search_Healthcare_Brand_TopIS_CPM,0,6
Search_Healthcare_Diagnostics_TCPA,0,4
Search_Healthcare_Queries_TCPA,0,8
Search_Healthcare_Services_TopIS_CPM,0,6
Supertails RT,0,1
UCJ,0,4
VIZURY_INTELLIBID_PerfMarketing_BAU_ACQ_Standard_WebUA_Ind,0,6
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_AndroidAppREM_Ind,0,33
VIZURY_INTELLIBID_PerfMarketing_BAU_REP_Standard_WebREM_Ind,0,1
WebRT_Clinic,0,20
block_id_24_mira,0,1
block_id_24_neel,0,2
block_id_34_neel,0,2
block_id_5_mira_v2,0,1
fb4a,0,278
feeding_calc,0,1
ibnod_collection_viewed_23mar,0,3
ibnod_product_viewed_23mar,0,6
ig4a,0,530
referralcandy_82611_1639479322,0,1
sag_organic,0,8613
